Interstate,State,Rest Area,Rest Area Type,Count
55,Illinois,Mile Marker 194 – Pontiac,Rest Area (northbound),2
55,Illinois,Mile Marker 149 – McLean,Rest Area (southbound),3
55,Illinois,Mile Marker 149 – McLean,Rest Area (northbound),4
55,Illinois,Mile Marker 103 – Sherman,Rest Area (southbound),5
55,Illinois,Mile Marker 102 – Springfield,Rest Area (northbound),6
55,Illinois,Mile Marker 64 – Waggoner,Rest Area (southbound),7
55,Illinois,Mile Marker 64 – Waggoner,Rest Area (northbound),8
55,Illinois,Mile Marker 27 – Edwardsville,Rest Area (southbound),9
55,Illinois,Mile Marker 27 – Edwardsville,Welcome Center (northbound),10
55,Louisiana,Mile Marker 65 – Kentwood,Welcome Center (southbound),11
55,Mississippi,Mile Marker 279 – Hernando,Welcome Center (southbound),12
55,Mississippi,Mile Marker 276 – Hernando,Rest Area (northbound),13
55,Mississippi,Mile Marker 239 – Courtland,Rest Area (southbound),14
55,Mississippi,Mile Marker 239 – Courtland,Rest Area (northbound),15
55,Mississippi,Mile Marker 173 – Vaiden,Rest Area (southbound),16
55,Mississippi,Mile Marker 163 – West,Rest Area (northbound),17
55,Mississippi,Mile Marker 54 – Wesson,Rest Area (southbound),18
55,Mississippi,Mile Marker 54 – Wesson,Rest Area (northbound),19
55,Mississippi,Mile Marker 3 – Magnolia,Welcome Center (northbound),20
55,Missouri,Mile Marker 160 – Bloomsdale,Rest Area (northbound),21
55,Missouri,Mile Marker 110 – Jackson,Rest Area (southbound),22
55,Missouri,Mile Marker 110 – Jackson,Rest Area (northbound),23
55,Missouri,Mile Marker 42 – Marston,Rest Area (southbound),24
55,Missouri,Mile Marker 21 – Hayti,Welcome Center (northbound),25
55,Tennessee,Mile Marker 3 – Memphis,Welcome Center (northbound),26
57,Illinois,Mile Marker 332 – Monee,Welcome Center (southbound),0
57,Illinois,Mile Marker 332 – Monee,Welcome Center (northbound),1
57,Illinois,Mile Marker 268 – Loda,Rest Area (southbound),2
57,Illinois,Mile Marker 268 – Loda,Rest Area (northbound),3
57,Illinois,Mile Marker 222 – Pesotum,Rest Area (southbound),4
57,Illinois,Mile Marker 222 – Pesotum,Rest Area (northbound),5
57,Illinois,Mile Marker 165 – Effingham,Rest Area (southbound),6
57,Illinois,Mile Marker 165 – Effingham,Rest Area (northbound),7
57,Illinois,Mile Marker 114 – Salem,Rest Area (southbound),8
57,Illinois,Mile Marker 114 – Salem,Rest Area (northbound),9
57,Illinois,Mile Marker 79 – Whittington,Rest Area (southbound),10
57,Illinois,Mile Marker 74 – Benton,Rest Area (northbound),11
57,Illinois,Mile Marker 32 – Anna,Rest Area (southbound),12
57,Illinois,Mile Marker 32 – Anna,Welcome Center (northbound),13
59,Alabama,Mile Marker 240 – Valley Head,Welcome Center (southbound),0
59,Alabama,Mile Marker 167 – Ashville,Rest Area (southbound),1
59,Alabama,Mile Marker 165 – Ashville,Rest Area (northbound),2
59,Alabama,Mile Marker 84 – Cottondale,Rest Area (southbound),3
59,Alabama,Mile Marker 84 – Cottondale,Rest Area (northbound),4
59,Alabama,Mile Marker 39 – Eutaw,Rest Area (southbound),5
59,Alabama,Mile Marker 38 – Eutaw,Rest Area (northbound),6
59,Alabama,Mile Marker 0.4 – Cuba,Welcome Center (northbound),7
59,Louisiana,Mile Marker 1 – Pearl River,Welcome Center (southbound),8
59,Mississippi,Mile Marker 164 – Toomsuba,Welcome Center (southbound),9
59,Mississippi,Mile Marker 3 – Picayune,Welcome Center (northbound),10
64,Illinois,Mile Marker 130 – Grayville,Rest Area (westbound),0
64,Illinois,Mile Marker 86 – Mount Vernon,Rest Area (westbound),1
64,Illinois,Mile Marker 82 – Mount Vernon,Rest Area (eastbound),2
64,Illinois,Mile Marker 25 – Mascoutah,Rest Area (westbound),3
64,Illinois,Mile Marker 25 – Mascoutah,Rest Area (eastbound),4
64,Indiana,Mile Marker 115 – Lanesville,Welcome Center (westbound),5
64,Indiana,Mile Marker 58 – Dale,Rest Area (westbound),6
64,Indiana,Mile Marker 58 – Dale,Rest Area (eastbound),7
64,Indiana,Mile Marker 7 – Griffin,Welcome Center (eastbound),8
64,Kentucky,Mile Marker 174 – Grayson,Rest Area (eastbound),9
64,Kentucky,Mile Marker 173 – Grayson,Welcome Center (westbound),10
64,Kentucky,Mile Marker 141 – Morehead,Rest Area (westbound),11
64,Kentucky,Mile Marker 141 – Morehead,Rest Area (eastbound),12
64,Kentucky,Mile Marker 108 – Mount Sterling,Rest Area (westbound),13
64,Kentucky,Mile Marker 98 – Winchester,Rest Area (eastbound),14
64,Kentucky,Mile Marker 60 – Midway,Rest Area (westbound),15
64,Kentucky,Mile Marker 60 – Midway,Rest Area (eastbound),16
64,Kentucky,Mile Marker 29 – Shelbyville,Welcome Center (eastbound),17
64,Virginia,Mile Marker 213 – New Kent,Rest Area (westbound),18
64,Virginia,Mile Marker 213 – New Kent,Welcome Center (eastbound),19
64,Virginia,Mile Marker 169 – Goochland,Rest Area (eastbound),20
64,Virginia,Mile Marker 169 – Goochland,Rest Area (westbound),21
64,Virginia,Mile Marker 113 – Charlottesville,Rest Area (westbound),22
64,Virginia,Mile Marker 105 – Afton,Rest Area (eastbound),23
64,Virginia,Mile Marker 199 – Fairfield,Rest Area (westbound),24
64,Virginia,Mile Marker 2 – Covington,Welcome Center (eastbound),25
64,West Virginia,Mile Marker 179 – White Sulphur Springs,Welcome Center (westbound),26
64,West Virginia,Mile Marker 69 – Burnwell,Rest Area (eastbound),27
64,West Virginia,Mile Marker 35 – Hurricane,Rest Area (westbound),28
64,West Virginia,Mile Marker 35 – Hurricane,Rest Area (eastbound),29
64,West Virginia,Mile Marker 10 – Huntington,Welcome Center (eastbound),30
65,Alabama,Mile Marker 363 – Ardmore,Welcome Center (southbound),0
65,Alabama,Mile Marker 300 – Cullman,Rest Area (southbound),1
65,Alabama,Mile Marker 300 – Cullman,Rest Area (northbound),2
65,Alabama,Mile Marker 213 – Clanton,Rest Area (southbound),3
65,Alabama,Mile Marker 213 – Clanton,Rest Area (northbound),4
65,Alabama,Mile Marker 133 – Greenville,Rest Area (southbound),5
65,Alabama,Mile Marker 133 – Greenville,Rest Area (northbound),6
65,Alabama,Mile Marker 88 – Evergreen,Rest Area (southbound),7
65,Alabama,Mile Marker 84 – Castleberry,Rest Area (northbound),8
65,Indiana,Mile Marker 231 – Roselawn,Rest Area (southbound),9
65,Indiana,Mile Marker 231 – Roselawn,Rest Area (northbound),10
65,Indiana,Mile Marker 196 – Wolcott,Rest Area (southbound),11
65,Indiana,Mile Marker 196 – Wolcott,Rest Area (northbound),12
65,Indiana,Mile Marker 150 – Lebanon,Rest Area (southbound),13
65,Indiana,Mile Marker 148 – Lebanon,Rest Area (northbound),14
65,Indiana,Mile Marker 73 – Columbus,Rest Area (southbound),15
65,Indiana,Mile Marker 73 – Columbus,Rest Area (northbound),16
65,Indiana,Mile Marker 22 – Henryville,Welcome Center (southbound),17
65,Indiana,Mile Marker 22 – Henryville,Welcome Center (northbound),18
65,Kentucky,Mile Marker 113 – Shepherdsville,Welcome Center (southbound),19
65,Kentucky,Mile Marker 60 – Munfordville,Rest Area (southbound),20
65,Kentucky,Mile Marker 59 – Munfordville,Rest Area (northbound),21
65,Kentucky,Mile Marker 1 – Franklin,Welcome Center (northbound),22
65,Tennessee,Mile Marker 121 – Mitchellville,Welcome Center (southbound),23
65,Tennessee,Mile Marker 3 – Ardmore,Welcome Center (northbound),24
69,Indiana,Mile Marker 345 – Angola,Rest Area (southbound),0
69,Indiana,Mile Marker 325 – Auburn,Rest Area (northbound),1
69,Indiana,Mile Marker 251 – Gaston,Rest Area (southbound),2
69,Indiana,Mile Marker 251 – Gaston,Rest Area (northbound),3
69,Michigan,Mile Marker 272 – Port Huron,Welcome Center (southbound),4
69,Michigan,Mile Marker 174 – Capac,Rest Area (southbound),5
69,Michigan,Mile Marker 161 – Attica,Rest Area (northbound),6
69,Michigan,Mile Marker 126 – Swartz Creek,Rest Area (northbound),7
69,Michigan,Mile Marker 101 – Woodbury,Rest Area (southbound),8
69,Michigan,Mile Marker 68 – Potterville,Rest Area (northbound),9
69,Michigan,Mile Marker 41 – Marshall,Rest Area (southbound),10
69,Michigan,Mile Marker 6 – Coldwater,Welcome Center (northbound),11
70,Colorado,Mile Marker 437 – Burlington,Welcome Center (westbound),0
70,Colorado,Exit 383 – Arriba,Rest Area,1
70,Colorado,Mile Marker 332 – Deer Trail,Rest Area (westbound),2
70,Colorado,Exit 190 – Frisco,Rest Area,3
70,Colorado,Exit 163 – Edwards,Rest Area,4
70,Colorado,Exit 129 – Glenwood Springs,Rest Area,5
70,Colorado,Exit 125 – Glenwood Springs,Rest Area (eastbound),6
70,Colorado,Exit 121 – Glenwood Springs,Rest Area,7
70,Colorado,Exit 119 – Glenwood Springs,Rest Area,8
70,Colorado,Mile Marker 115 – Glenwood Springs,Rest Area (eastbound),9
70,Colorado,Exit 90 – Rifle,Rest Area,10
70,Colorado,Exit 19 – Fruita,Welcome Center,11
70,Illinois,Mile Marker 149 – Marshall,Welcome Center (westbound),12
70,Illinois,Mile Marker 86 – Altamont,Rest Area (westbound),13
70,Illinois,Mile Marker 86 – Altamont,Rest Area (eastbound),14
70,Illinois,Mile Marker 27 – Highland,Rest Area (westbound),15
70,Illinois,Mile Marker 27 – Highland,Welcome Center (eastbound),16
70,Indiana,Mile Marker 143 – Centerville,Welcome Center (westbound),17
70,Indiana,Mile Marker 107 – Greenfield,Rest Area (westbound),18
70,Indiana,Mile Marker 107 – Greenfield,Rest Area (eastbound),19
70,Indiana,Mile Marker 65 – Plainfield,Rest Area (westbound),20
70,Indiana,Mile Marker 65 – Plainfield,Rest Area (eastbound),21
70,Indiana,Mile Marker 1 – West Terre Haute,Welcome Center (eastbound),22
70,Kansas,Mile Marker 336 – Paxico,Rest Area (westbound),23
70,Kansas,Mile Marker 336 – Paxico,Rest Area (eastbound),24
70,Kansas,Mile Marker 310 – Manhattan,Rest Area (westbound),25
70,Kansas,Mile Marker 310 – Manhattan,Rest Area (eastbound),26
70,Kansas,Mile Marker 265 – Solomon,Rest Area (westbound),27
70,Kansas,Mile Marker 265 – Solomon,Rest Area (eastbound),28
70,Kansas,Mile Marker 224 – Ellsworth,Rest Area (westbound),29
70,Kansas,Mile Marker 224 – Ellsworth,Rest Area (eastbound),30
70,Kansas,Mile Marker 132 – Ogallah,Rest Area (westbound),31
70,Kansas,Mile Marker 132 – Ogallah,Rest Area (eastbound),32
70,Kansas,Mile Marker 97 – Grainfield,Rest Area (westbound),33
70,Kansas,Mile Marker 97 – Grainfield,Rest Area (eastbound),34
70,Kansas,Mile Marker 48 – Colby,Rest Area (westbound),35
70,Kansas,Mile Marker 48 – Colby,Rest Area (eastbound),36
70,Kansas,Mile Marker 7 – Goodland,Rest Area (westbound),37
70,Kansas,Mile Marker 7 – Goodland,Welcome Center (eastbound),38
70,Maryland,Mile Marker 39 – Myersville,Welcome Center (westbound),39
70,Maryland,Mile Marker 39 – Myersville,Welcome Center (eastbound),40
70,Missouri,Mile Marker 198 – Wright City,Rest Area (westbound),41
70,Missouri,Mile Marker 198 – Wright City,Rest Area (eastbound),42
70,Missouri,Mile Marker 104 – Boonville,Rest Area (westbound),43
70,Missouri,Mile Marker 104 – Boonville,Rest Area (eastbound),44
70,Missouri,Mile Marker 57 – Concordia,Rest Area (westbound),45
70,Missouri,Mile Marker 57 – Concordia,Rest Area (eastbound),46
70,Ohio,Mile Marker 210 – Belmont,Welcome Center (westbound),47
70,Ohio,Mile Marker 210 – Belmont,Rest Area (eastbound),48
70,Ohio,Mile Marker 190 – Cambridge,Rest Area (eastbound),49
70,Ohio,Mile Marker 163 – Zanesville,Rest Area (westbound),50
70,Ohio,Mile Marker 131 – Buckeye Lake,Rest Area (westbound),51
70,Ohio,Mile Marker 131 – Buckeye Lake,Rest Area (eastbound),52
70,Ohio,Mile Marker 70 – Springfield,Rest Area (westbound),53
70,Ohio,Mile Marker 70 – Springfield,Rest Area (eastbound),54
70,Ohio,Mile Marker 2 – New Paris,Rest Area (westbound),55
70,Ohio,Mile Marker 2 – New Paris,Welcome Center (eastbound),56
70,Pennsylvania,Mile Marker 171 – Warfordsburg,Welcome Center (westbound),57
70,Pennsylvania,Mile Marker 153 – Emmaville,Rest Area (eastbound),58
70,Pennsylvania,Mile Marker 5 – Claysville,Welcome Center (eastbound),59
70,Utah,Mile Marker 225 – Harley Dome,Rest Area (westbound),60
70,Utah,Mile Marker 188 – Thompson,Welcome Center (westbound),61
70,Utah,Mile Marker 180 – Crescent Junction,Rest Area (eastbound),62
70,Utah,Mile Marker 144 – Green River,Rest Area (eastbound),63
70,Utah,Mile Marker 141 – Green River,Rest Area (westbound),64
70,Utah,Mile Marker 141 – Green River,Rest Area (eastbound),65
70,Utah,Mile Marker 120 – Emery,Rest Area (westbound),66
70,Utah,Mile Marker 120 – Emery,Rest Area (eastbound),67
70,Utah,Exit 116 – Emery,Rest Area,68
70,Utah,Mile Marker 114 – Emery,Rest Area (eastbound),69
70,Utah,Mile Marker 102 – Emery,Rest Area (westbound),70
70,Utah,Mile Marker 102 – Emery,Rest Area (eastbound),71
70,Utah,Exit 86 – Fremont Junction,Rest Area,72
70,West Virginia,Mile Marker 13 – Valley Grove,Welcome Center (westbound),73
71,Kentucky,Mile Marker 177 – Walton,Welcome Center (southbound),0
71,Kentucky,Mile Marker 177 – Walton,Rest Area (northbound),1
71,Kentucky,Mile Marker 13 – Crestwood,Rest Area (southbound),2
71,Kentucky,Mile Marker 13 – Crestwood,Rest Area (northbound),3
71,Ohio,Mile Marker 224 – Brunswick,Rest Area (southbound),4
71,Ohio,Mile Marker 224 – Brunswick,Rest Area (northbound),5
71,Ohio,Mile Marker 197 – West Salem,Rest Area (southbound),6
71,Ohio,Mile Marker 197 – West Salem,Rest Area (northbound),7
71,Ohio,Mile Marker 129 – Columbus,Rest Area (southbound),8
71,Ohio,Mile Marker 128 – Columbus,Rest Area (northbound),9
71,Ohio,Mile Marker 67 – Jeffersonville,Rest Area (southbound),10
71,Ohio,Mile Marker 67 – Jeffersonville,Rest Area (northbound),11
71,Ohio,Mile Marker 33 – Lebanon,Welcome Center (southbound),12
71,Ohio,Mile Marker 33 – Lebanon,Welcome Center (northbound),13
74,Illinois,Mile Marker 208 – Oakwood,Welcome Center (westbound),0
74,Illinois,Mile Marker 156 – Farmer City,Rest Area (westbound),1
74,Illinois,Mile Marker 156 – Farmer City,Rest Area (eastbound),2
74,Illinois,Mile Marker 114 – Congerville,Rest Area (westbound),3
74,Illinois,Mile Marker 114 – Congerville,Rest Area (eastbound),4
74,Illinois,Mile Marker 62 – Gilson,Rest Area (westbound),5
74,Illinois,Mile Marker 62 – Gilson,Rest Area (eastbound),6
74,Illinois,Mile Marker 30 – Alpha,Rest Area (westbound),7
74,Illinois,Mile Marker 28 – Alpha,Rest Area (eastbound),8
74,Indiana,Mile Marker 152 – Batesville,Rest Area (westbound),9
74,Indiana,Mile Marker 152 – Batesville,Rest Area (eastbound),10
74,Indiana,Mile Marker 57 – Lizton,Rest Area (westbound),11
74,Indiana,Mile Marker 57 – Lizton,Rest Area (eastbound),12
74,Indiana,Mile Marker 23 – Waynetown,Rest Area (westbound),13
74,Indiana,Mile Marker 23 – Waynetown,Rest Area (eastbound),14
74,Indiana,Mile Marker 1 – Covington,Welcome Center (eastbound),15
75,Florida,Mile Marker 470 – Jennings,Welcome Center (southbound),0
75,Florida,Mile Marker 413 – Lake City,Rest Area (southbound),1
75,Florida,Mile Marker 413 – Lake City,Rest Area (northbound),2
75,Florida,Mile Marker 382 – Micanopy,Rest Area (southbound),3
75,Florida,Mile Marker 382 – Micanopy,Rest Area (northbound),4
75,Florida,Mile Marker 346 – Ocala,Rest Area (southbound),5
75,Florida,Mile Marker 346 – Ocala,Rest Area (northbound),6
75,Florida,Mile Marker 307 – Bushnell,Rest Area (southbound),7
75,Florida,Mile Marker 307 – Bushnell,Rest Area (northbound),8
75,Florida,Mile Marker 278 – Wesley Chapel,Rest Area (southbound),9
75,Florida,Mile Marker 278 – Wesley Chapel,Rest Area (northbound),10
75,Florida,Mile Marker 238 – Ruskin,Rest Area (southbound),11
75,Florida,Mile Marker 238 – Ruskin,Rest Area (northbound),12
75,Florida,Exit 131 – Fort Myers,Rest Area,13
75,Florida,Mile Marker 63 – Immokalee,Rest Area (southbound),14
75,Florida,Mile Marker 63 – Immokalee,Rest Area (northbound),15
75,Florida,Mile Marker 34 – Weston,Rest Area (southbound),16
75,Florida,Mile Marker 34 – Weston,Rest Area (northbound),17
75,Georgia,Mile Marker 352 – Ringgold,Welcome Center (southbound),18
75,Georgia,Mile Marker 320 – Calhoun,Rest Area (southbound),19
75,Georgia,Mile Marker 308 – Adairsville,Rest Area (northbound),20
75,Georgia,Mile Marker 179 – Forsyth,Rest Area (southbound),21
75,Georgia,Mile Marker 118 – Pinehurst,Rest Area (southbound),22
75,Georgia,Mile Marker 108 – Vienna,Rest Area (northbound),23
75,Georgia,Mile Marker 85 – Ashburn,Rest Area (northbound),24
75,Georgia,Mile Marker 76 – Sycamore,Rest Area (southbound),25
75,Georgia,Mile Marker 48 – Lenox,Rest Area (southbound),26
75,Georgia,Mile Marker 46 – Lenox,Rest Area (northbound),27
75,Georgia,Mile Marker 3 – Valdosta,Welcome Center (northbound),28
75,Kentucky,Mile Marker 177 – Walton,Rest Area (southbound),29
75,Kentucky,Mile Marker 177 – Walton,Rest Area (northbound),30
75,Kentucky,Mile Marker 127 – Georgetown,Rest Area (southbound),31
75,Kentucky,Mile Marker 127 – Georgetown,Rest Area (northbound),32
75,Kentucky,Exit 77 – Berea,Welcome Center,33
75,Kentucky,Mile Marker 1 – Williamsburg,Welcome Center (northbound),34
75,Michigan,Exit 394 – Sault Sainte Marie,Welcome Center,35
75,Michigan,Mile Marker 389 – Sault Sainte Marie,Rest Area (northbound),36
75,Michigan,Mile Marker 348 – Saint Ignace,Rest Area (southbound),37
75,Michigan,Mile Marker 344 – Saint Ignace,Welcome Center (northbound),38
75,Michigan,Exit 338 – Mackinaw City,Welcome Center,39
75,Michigan,Mile Marker 328 – Hebron,Rest Area (southbound),40
75,Michigan,Mile Marker 317 – Topinabee,Rest Area (northbound),41
75,Michigan,Mile Marker 287 – Vanderbilt,Rest Area (southbound),42
75,Michigan,Mile Marker 277 – Gaylord,Rest Area (northbound),43
75,Michigan,Mile Marker 262 – Grayling,Rest Area (southbound),44
75,Michigan,Mile Marker 252 – Grayling,Rest Area (northbound),45
75,Michigan,Mile Marker 235 – Roscommon,Rest Area (southbound),46
75,Michigan,Mile Marker 210 – West Branch,Rest Area (northbound),47
75,Michigan,Mile Marker 202 – Alger,Rest Area (southbound),48
75,Michigan,Mile Marker 175 – Linwood,Rest Area (northbound),49
75,Michigan,Mile Marker 158 – Bay City,Rest Area (southbound),50
75,Michigan,Mile Marker 130 – Clio,Rest Area (southbound),51
75,Michigan,Mile Marker 129 – Clio,Rest Area (northbound),52
75,Michigan,Mile Marker 96 – Davisburg,Rest Area (northbound),53
75,Michigan,Mile Marker 94 – Clarkston,Rest Area (southbound),54
75,Michigan,Mile Marker 10 – Monroe,Welcome Center (northbound),55
75,Ohio,Mile Marker 179 – Bowling Green,Welcome Center (southbound),56
75,Ohio,Mile Marker 179 – Bowling Green,Welcome Center (northbound),57
75,Ohio,Mile Marker 153 – Findlay,Rest Area (southbound),58
75,Ohio,Mile Marker 153 – Findlay,Rest Area (northbound),59
75,Ohio,Mile Marker 114 – Wapakoneta,Rest Area (southbound),60
75,Ohio,Mile Marker 114 – Wapakoneta,Rest Area (northbound),61
75,Ohio,Mile Marker 80 – Piqua,Rest Area (southbound),62
75,Ohio,Mile Marker 80 – Piqua,Rest Area (northbound),63
75,Ohio,Mile Marker 27 – Monroe,Rest Area (southbound),64
75,Ohio,Mile Marker 27 – Monroe,Welcome Center (northbound),65
75,Tennessee,Mile Marker 161 – Jellico,Welcome Center (southbound),66
75,Tennessee,Mile Marker 45 – Athens,Rest Area (southbound),67
75,Tennessee,Mile Marker 45 – Athens,Rest Area (northbound),68
75,Tennessee,Mile Marker 1 – Chattanooga,Welcome Center (northbound),69
77,North Carolina,Mile Marker 105 – Mount Airy,Welcome Center (southbound),0
77,North Carolina,Mile Marker 58 – Statesville,Rest Area (southbound),1
77,North Carolina,Mile Marker 58 – Statesville,Rest Area (northbound),2
77,North Carolina,Mile Marker 1 – Charlotte,Welcome Center (northbound),3
77,Ohio,Mile Marker 141 – Bath,Rest Area (southbound),4
77,Ohio,Mile Marker 141 – Bath,Rest Area (northbound),5
77,Ohio,Mile Marker 39 – Buffalo,Rest Area (northbound),6
77,Ohio,Mile Marker 37 – Buffalo,Rest Area (southbound),7
77,Ohio,Mile Marker 3 – Marietta,Welcome Center (northbound),8
77,South Carolina,Mile Marker 89 – Fort Mill,Welcome Center (southbound),9
77,South Carolina,Mile Marker 65 – Richburg,Rest Area (southbound),10
77,South Carolina,Mile Marker 65 – Richburg,Rest Area (northbound),11
77,Virginia,Mile Marker 61 – Rocky Gap,Welcome Center (southbound),12
77,Virginia,Mile Marker 59 – Rocky Gap,Rest Area (northbound),13
77,Virginia,Mile Marker 1 – Lambsburg,Welcome Center (northbound),14
77,West Virginia,Exit 185 – Williamstown,Welcome Center,15
77,West Virginia,Mile Marker 166 – Mineral Wells,Rest Area (northbound),16
77,West Virginia,Mile Marker 69 – Burnwell,Rest Area (southbound),17
77,West Virginia,Exit 9 – Princeton,Welcome Center,18
79,Pennsylvania,Mile Marker 163 – Edinboro,Rest Area (southbound),0
79,Pennsylvania,Mile Marker 163 – Edinboro,Rest Area (northbound),1
79,Pennsylvania,Mile Marker 135 – Sheakleyville,Rest Area (southbound),2
79,Pennsylvania,Mile Marker 135 – Sheakleyville,Rest Area (northbound),3
79,Pennsylvania,Mile Marker 110 – Grove City,Rest Area (southbound),4
79,Pennsylvania,Mile Marker 107 – Grove City,Rest Area (northbound),5
79,Pennsylvania,Mile Marker 50 – Bridgeville,Rest Area (southbound),6
79,Pennsylvania,Mile Marker 50 – Bridgeville,Rest Area (northbound),7
79,Pennsylvania,Mile Marker 6 – Mount Morris,Welcome Center (northbound),8
79,West Virginia,Mile Marker 159 – Morgantown,Welcome Center (southbound),9
79,West Virginia,Mile Marker 123 – Bridgeport,Rest Area (southbound),10
79,West Virginia,Mile Marker 123 – Bridgeport,Rest Area (northbound),11
79,West Virginia,Mile Marker 85 – Burnsville,Rest Area (southbound),12
79,West Virginia,Mile Marker 85 – Burnsville,Rest Area (northbound),13
79,West Virginia,Mile Marker 49 – Frametown,Rest Area (southbound),14
79,West Virginia,Mile Marker 49 – Frametown,Rest Area (northbound),15
80,California,Mile Marker 177 – Truckee,Rest Area (westbound),0
80,California,Mile Marker 177 – Truckee,Rest Area (eastbound),1
80,California,Mile Marker 143 – Gold Run,Rest Area (westbound),2
80,California,Mile Marker 143 – Gold Run,Rest Area (eastbound),3
80,California,Mile Marker 34 – Vallejo,Rest Area (westbound),4
80,Illinois,Mile Marker 119 – Minooka,Rest Area (westbound),5
80,Illinois,Mile Marker 117 – Minooka,Rest Area (eastbound),6
80,Illinois,Mile Marker 51 – Princeton,Rest Area (westbound),7
80,Illinois,Mile Marker 51 – Princeton,Rest Area (eastbound),8
80,Illinois,Mile Marker 1 – Rapids City,Welcome Center (eastbound),9
80,Indiana,Exit 3 – Hammond,Welcome Center,10
80,Iowa,Mile Marker 300 – Davenport,Rest Area (westbound),11
80,Iowa,Mile Marker 300 – Davenport,Rest Area (eastbound),12
80,Iowa,Mile Marker 270 – Wilton,Welcome Center (westbound),13
80,Iowa,Mile Marker 270 – Wilton,Rest Area (eastbound),14
80,Iowa,Mile Marker 237 – Tiffin,Rest Area (westbound),15
80,Iowa,Mile Marker 237 – Tiffin,Rest Area (eastbound),16
80,Iowa,Mile Marker 208 – Victor,Rest Area (westbound),17
80,Iowa,Mile Marker 208 – Victor,Rest Area (eastbound),18
80,Iowa,Mile Marker 180 – Grinnell,Rest Area (westbound),19
80,Iowa,Mile Marker 180 – Grinnell,Rest Area (eastbound),20
80,Iowa,Mile Marker 147 – Mitchellville,Rest Area (westbound),21
80,Iowa,Mile Marker 147 – Mitchellville,Rest Area (eastbound),22
80,Iowa,Mile Marker 81 – Adair,Rest Area (eastbound),23
80,Iowa,Mile Marker 81 – Adair,Rest Area (westbound),24
80,Iowa,Mile Marker 19 – Underwood,Rest Area (westbound),25
80,Iowa,Mile Marker 19 – Underwood,Welcome Center (eastbound),26
80,Nebraska,Mile Marker 431 – Gretna,Rest Area (westbound),27
80,Nebraska,Mile Marker 425 – Ashland,Rest Area (eastbound),28
80,Nebraska,Mile Marker 381 – Milford,Rest Area (eastbound),29
80,Nebraska,Mile Marker 355 – York,Rest Area (westbound),30
80,Nebraska,Mile Marker 355 – York,Rest Area (eastbound),31
80,Nebraska,Mile Marker 316 – Grand Island,Rest Area (westbound),32
80,Nebraska,Mile Marker 314 – Grand Island,Rest Area (eastbound),33
80,Nebraska,Mile Marker 270 – Kearney,Rest Area (westbound),34
80,Nebraska,Mile Marker 269 – Kearney,Rest Area (eastbound),35
80,Nebraska,Mile Marker 227 – Cozad,Rest Area (westbound),36
80,Nebraska,Mile Marker 226 – Cozad,Rest Area (eastbound),37
80,Nebraska,Mile Marker 194 – Brady,Rest Area (eastbound),38
80,Nebraska,Mile Marker 193 – Brady,Rest Area (westbound),39
80,Nebraska,Mile Marker 159 – Sutherland,Rest Area (westbound),40
80,Nebraska,Mile Marker 159 – Sutherland,Rest Area (eastbound),41
80,Nebraska,Mile Marker 132 – Ogallala,Rest Area (westbound),42
80,Nebraska,Mile Marker 124 – Ogallala,Rest Area (eastbound),43
80,Nebraska,Mile Marker 87 – Chappell,Rest Area (westbound),44
80,Nebraska,Mile Marker 82 – Chappell,Rest Area (eastbound),45
80,Nebraska,Mile Marker 61 – Sidney,Rest Area (westbound),46
80,Nebraska,Mile Marker 51 – Sidney,Rest Area (eastbound),47
80,Nebraska,Mile Marker 25 – Kimball,Rest Area (westbound),48
80,Nebraska,Mile Marker 9 – Kimball,Rest Area (eastbound),49
80,Nevada,Exit 410 – West Wendover,Welcome Center,50
80,Nevada,Mile Marker 373 – Wells,Rest Area (westbound),51
80,Nevada,Mile Marker 373 – Wells,Rest Area (eastbound),52
80,Nevada,Mile Marker 258 – Beowawe,Rest Area (westbound),53
80,Nevada,Mile Marker 258 – Beowawe,Rest Area (eastbound),54
80,Nevada,Exit 216 – Valmy,Rest Area,55
80,Nevada,Exit 187 – Golconda,Rest Area,56
80,Nevada,Exit 158 – Winnemucca,Rest Area,57
80,Nevada,Exit 83 – Lovelock,Rest Area,58
80,Nevada,Mile Marker 42 – Wadsworth,Rest Area (westbound),59
80,New Jersey,Mile Marker 32 – Wharton,Rest Area (westbound),60
80,New Jersey,Mile Marker 32 – Wharton,Rest Area (eastbound),61
80,New Jersey,Mile Marker 21 – Allamuchy,Rest Area (westbound),62
80,New Jersey,Mile Marker 21 – Allamuchy,Rest Area (eastbound),63
80,New Jersey,Mile Marker 7 – Columbia,Welcome Center (eastbound),64
80,New Jersey,Mile Marker 1 – Columbia,Rest Area (westbound),65
80,New Jersey,Mile Marker 1 – Columbia,Rest Area (eastbound),66
80,Pennsylvania,Exit 310 – Delaware Water Gap,Welcome Center,67
80,Pennsylvania,Mile Marker 295 – Scotrun,Rest Area (eastbound),68
80,Pennsylvania,Mile Marker 270 – White Haven,Rest Area (eastbound),69
80,Pennsylvania,Mile Marker 246 – Mifflinville,Rest Area (westbound),70
80,Pennsylvania,Mile Marker 246 – Mifflinville,Rest Area (eastbound),71
80,Pennsylvania,Mile Marker 219 – Danville,Rest Area (westbound),72
